game_id,game_date,team,injury_off_impact,injury_def_impact,players_flagged,flagged_players,injury_total_impact
22300082,2023-10-27,TOR,0.0,0.0,0,,0.0
22300083,2023-10-27,HOU,0.0,0.0,0,,0.0
22300083,2023-10-27,SAS,0.0,0.0,0,,0.0
22300084,2023-10-27,BKN,0.0,0.0,0,,0.0
22300084,2023-10-27,DAL,0.0,0.0,0,,0.0
22300085,2023-10-27,LAC,0.0,0.0,0,,0.0
22300085,2023-10-27,UTA,0.0,0.0,0,,0.0
22300086,2023-10-27,ORL,0.0,0.0,0,,0.0
22300086,2023-10-27,POR,0.0,0.0,0,,0.0
22300087,2023-10-27,GSW,0.0,0.0,0,,0.0
22300087,2023-10-27,SAC,0.0,0.0,0,,0.0
22300088,2023-10-28,CHI,0.0,0.0,0,,0.0
22300088,2023-10-28,DET,0.0,0.0,0,,0.0
22300089,2023-10-28,MEM,0.0,0.0,0,,0.0
22300089,2023-10-28,WAS,0.0,0.0,0,,0.0
22300090,2023-10-28,NOP,0.0,0.0,0,,0.0
22300090,2023-10-28,NYK,0.0,0.0,0,,0.0
22300091,2023-10-28,CLE,0.0,0.0,0,,0.0
22300091,2023-10-28,IND,0.0,0.0,0,,0.0
22300092,2023-10-28,PHI,0.0,0.0,0,,0.0
22300092,2023-10-28,TOR,0.0,0.0,0,,0.0
22300093,2023-10-28,MIA,0.0,0.0,0,,0.0
22300093,2023-10-28,MIN,0.0,0.0,0,,0.0
22300094,2023-10-28,PHX,0.0,0.0,0,,0.0
22300094,2023-10-28,UTA,0.0,0.0,0,,0.0
22300095,2023-10-29,DEN,0.0,0.0,0,,0.0
22300095,2023-10-29,OKC,0.0,0.0,0,,0.0
22300096,2023-10-29,GSW,0.0,0.0,0,,0.0
22300096,2023-10-29,HOU,0.0,0.0,0,,0.0
22300097,2023-10-29,ATL,0.0,0.0,0,,0.0
22300097,2023-10-29,MIL,0.0,0.0,0,,0.0
22300098,2023-10-29,PHI,0.0,0.0,0,,0.0
22300098,2023-10-29,POR,0.0,0.0,0,,0.0
22300099,2023-10-29,LAC,0.0,0.0,0,,0.0
22300099,2023-10-29,SAS,0.0,0.0,0,,0.0
22300100,2023-10-29,LAL,0.0,0.0,0,,0.0
22300100,2023-10-29,SAC,0.0,0.0,0,,0.0
22300101,2023-10-30,BKN,0.0,0.0,0,,0.0
22300101,2023-10-30,CHA,0.0,0.0,0,,0.0
22300102,2023-10-30,CHI,0.0,0.0,0,,0.0
22300102,2023-10-30,IND,0.0,0.0,0,,0.0
22300103,2023-10-30,BOS,0.0,0.0,0,,0.0
22300103,2023-10-30,WAS,0.0,0.0,0,,0.0
22300104,2023-10-30,ATL,0.0,0.0,0,,0.0
22300104,2023-10-30,MIN,0.0,0.0,0,,0.0
22300105,2023-10-30,POR,0.0,0.0,0,,0.0
22300105,2023-10-30,TOR,0.0,0.0,0,,0.0
22300106,2023-10-30,DAL,0.0,0.0,0,,0.0
22300106,2023-10-30,MEM,0.0,0.0,0,,0.0
22300107,2023-10-30,MIA,0.0,0.0,0,,0.0
22300107,2023-10-30,MIL,0.0,0.0,0,,0.0
22300108,2023-10-30,GSW,0.0,0.0,0,,0.0
22300108,2023-10-30,NOP,0.0,0.0,0,,0.0
22300109,2023-10-30,DET,0.0,0.0,0,,0.0
22300109,2023-10-30,OKC,0.0,0.0,0,,0.0
22300110,2023-10-30,DEN,0.0,0.0,0,,0.0
22300110,2023-10-30,UTA,0.0,0.0,0,,0.0
22300111,2023-10-30,LAL,0.0,0.0,0,,0.0
22300111,2023-10-30,ORL,0.0,0.0,0,,0.0
